"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category","Description","CIS RuleID","CIS Control","STIG ID","NIST SP 800-53 Rev 5","Security Impact","Change Risk Level"
"CryptographySSLCipherSuites","AZ-WIN-00153","SSL Cryptography Cipher suites","HKLM:\SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002","Functions","REG_SZ",,,,"TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384","TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384","TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384","ContainsAtMost('TLS_AES_256_GCM_SHA384','TLS_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA','TLS_RSA_WITH_AES_256_GCM_SHA384','TLS_RSA_WITH_AES_128_GCM_SHA256','TLS_RSA_WITH_AES_256_CBC_SHA256','TLS_RSA_WITH_AES_128_CBC_SHA256','TLS_RSA_WITH_AES_256_CBC_SHA','TLS_RSA_WITH_AES_128_CBC_SHA','TLS_RSA_WITH_NULL_SHA256','TLS_RSA_WITH_NULL_SHA','TLS_PSK_WITH_AES_256_GCM_SHA384','TLS_PSK_WITH_AES_128_GCM_SHA256','TLS_PSK_WITH_AES_256_CBC_SHA384','TLS_PSK_WITH_AES_128_CBC_SHA256','TLS_PSK_WITH_NULL_SHA384','TLS_PSK_WITH_NULL_SHA256')","ContainsAtMost('TLS_AES_128_GCM_SHA256','TLS_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384')","ContainsAtMost('TLS_AES_128_GCM_SHA256','TLS_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384')","ContainsAtMost('TLS_AES_128_GCM_SHA256','TLS_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256','TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384','TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384','TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256','TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384')","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'SSL Cryptography Cipher suites' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","CM-6","Cryptographic configuration 'SSL Cryptography Cipher suites'. Constrains cipher suites, ECC curves, or key-protection so only strong, approved algorithms are used, resisting weak-cipher downgrade and key misuse.","Medium - Cipher/curve restrictions can affect interoperability with legacy peers; validate negotiation."
"DCAllowServerOpsScheduleTasks","CCE-37848-9","Domain controller: Allow server operators to schedule tasks","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","SubmitControl","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/DomainController_AllowServerOperatorsToScheduleTasks","Integer","0",,,"Range(0, 1)","Equals(0)",,,"Warning","Domain Controller","Security Options","Controls whether Server Operators can schedule tasks via the AT service. When enabled, scheduled tasks run as SYSTEM, allowing privilege escalation. Must be Disabled so Server Operators cannot create SYSTEM-context tasks to elevate their privileges.","2.3.5.1","Not Mapped","NA","AC-6, CM-6","Prevents Server Operators from scheduling tasks on domain controllers (baseline does NOT allow it), limiting a privilege-abuse path on DCs.","Low - Affects Server Operators on DCs only; minimal impact."
"DenyAnonymousSAMAndShareEnum","CCE-36077-6","Network access: Do not allow anonymous enumeration of SAM accounts and shares","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","RestrictAnonymous","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_DoNotAllowAnonymousEnumerationOfSamAccountsAndShares","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'Network access: Do not allow anonymous enumeration of SAM accounts and shares' per security baseline requirements to enforce organizational security policy.","2.3.10.3","Not Mapped","WN25-SO-000230","SC-4","Blocks anonymous (null-session) enumeration of SAM accounts and shares. Anonymous enumeration leaks usernames and shares to unauthenticated attackers for reconnaissance and password-spray targeting.","Low - Standard hardening; rarely affects domain operations."
"DeviceGuardLsaCfgFlags","AZ-WIN-73515","Turn on CredentialGuard","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","LsaCfgFlags","REG_DWORD",,,,,"2","2","Range(0, 2)",,"Range(1, 2)","Range(1, 2)","Critical","Member Server, Workgroup Member","Registry","Configures 'Turn on CredentialGuard' per security baseline requirements to enforce organizational security policy.","18.9.5.5","10.5 (IG2, IG3)","WN25-MS-000140","CM-6","Enables Credential Guard (VBS-isolated LSA), storing derived domain credentials in a hardware-isolated container that prevents pass-the-hash/ticket theft from a compromised OS.","Medium - Requires VBS-capable hardware; blocks some legacy auth (unconstrained delegation, NTLMv1). Validate before enabling."
"DeviceGuardRequireMicrosoftSignedBootChain",,"Secured-Core Require MicrosoftSignedBootChain","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard","RequireMicrosoftSignedBootChain","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","SecuredCore","Configures 'Secured-Core Require MicrosoftSignedBootChain' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","CM-6, SI-7","Requires a Microsoft-signed UEFI Secure Boot chain as a Virtualization-Based Security prerequisite (value 1), so firmware and early-boot components are signature-verified before the OS loads. This anchors the hardware root of trust for VBS, HVCI, and Credential Guard and blocks bootkits and unsigned boot-level code from gaining pre-OS persistence. Setting 0 removes the requirement, allowing VBS to initialize without a verified boot chain.","Medium - Gates VBS/Credential Guard on a Microsoft-signed Secure Boot chain; hardware with Secure Boot disabled or unsigned boot components will not activate VBS until firmware is reconfigured. Confirm Secure Boot posture before enforcing."
"DeviceGuardRequirePlatformSecurityFeatures","AZ-WIN-73513","Secured-Core Require Platform Security (Secure Boot, DMA)","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard","RequirePlatformSecurityFeatures","REG_DWORD","./Vendor/MSFT/Policy","Config/DeviceGuard/RequirePlatformSecurityFeatures","Integer","1","1","1","OneOf(Equals(1), Equals(3))","OneOf(Equals(1), Equals(3))","OneOf(Equals(1), Equals(3))","OneOf(Equals(1), Equals(3))","Critical","Domain Controller, Member Server, Workgroup Member","SecuredCore","Configures '""Secured-Core Require Platform Security (Secure Boot, DMA)""' per security baseline requirements to enforce organizational security policy.","18.9.5.2","10.5 (IG2, IG3)","WN25-CC-000110","CM-6","Requires platform security features before Virtualization-Based Security activates: Secure Boot (1), or Secure Boot with DMA protection (3). This establishes the hardware root of trust that VBS, HVCI, and Credential Guard depend on, and value 3 additionally blocks malicious DMA-capable peripherals from reading protected memory. A lower or cleared value lets VBS run without verified platform protections, weakening the isolation those features provide.","Medium - Gates VBS on Secure Boot, or Secure Boot plus DMA protection at value 3; devices lacking Secure Boot or IOMMU/DMA-remapping will not start VBS until platform support is confirmed. Validate hardware capabilities before enforcing."
"DeviceGuardRequireUEFIMemoryAttributesTable",,"Secured-Core Require UEFI Memory Attribute Table","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard","HVCIMATRequired","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","SecuredCore","Configures 'Secured-Core Require UEFI Memory Attribute Table' per security baseline requirements to enforce organizational security policy.","18.9.5.4","10.5 (IG2, IG3)","NA","SC-28, SI-16","Requires UEFI firmware to publish a Memory Attributes Table (value 1) so firmware runtime memory is marked non-executable or read-only. HVCI relies on the MAT to extend code-integrity and memory protections over firmware regions; without it HVCI cannot constrain firmware memory, leaving a gap that could be used to bypass kernel code integrity. Setting 0 permits HVCI to run on firmware lacking these guarantees.","Medium - Requires UEFI firmware to publish a Memory Attributes Table for HVCI; firmware without MAT support prevents HVCI activation until updated. Check firmware/UEFI versions before enforcing."
"DeviceInstallPreventMetadataNet","AZ-WIN-202251","Prevent device metadata retrieval from the Internet","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Device Metadata","PreventDeviceMetadataFromNetwork","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Prevent device metadata retrieval from the Internet' per security baseline requirements to enforce organizational security policy.","18.9.7.2","10.5 (IG2, IG3)","NA","CM-6","Prevents automatic device-metadata retrieval from the Internet, reducing unsolicited outbound connections during device installation.","Low - Device metadata fetched locally only; minimal impact."
"DeviceLockAccountLockoutPolicy",,"Account lockout policy",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/AccountLockoutPolicy","String","AccountLockoutDuration:15, AccountLockoutThreshold:3, ResetAccountLockoutCounterAfter:15","AccountLockoutDuration:15, AccountLockoutThreshold:3, ResetAccountLockoutCounterAfter:15","AccountLockoutDuration:15, AccountLockoutThreshold:3, ResetAccountLockoutCounterAfter:15","AllOf(Pattern('ResetAccountLockoutCounterAfter:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutDuration:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutThreshold:[1-3]'))","AllOf(Pattern('ResetAccountLockoutCounterAfter:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutDuration:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutThreshold:[1-3]'))","AllOf(Pattern('ResetAccountLockoutCounterAfter:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutDuration:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutThreshold:[1-3]'))","AllOf(Pattern('ResetAccountLockoutCounterAfter:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutDuration:[1][5-9]|[2-9]\d|[1-9]\d{2,}'), Pattern('AccountLockoutThreshold:[1-3]'))","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures account lockout duration, threshold, observation window, and admin lockout to mitigate brute-force and password spraying attacks against local accounts.","1.2.1","4.10 (IG2, IG3)","WN25-AC-000010","AC-7","Account-policy control 'Account lockout policy' (baseline value: AccountLockoutDuration:15, AccountLockoutThreshold:3, ResetAccountLockoutCounterAfter:15). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockAllowAdminLockout","TBD","Allow Administrator account Lockout",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/AllowAdministratorLockout","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Security Policy","Enables account lockout for the built-in Administrator account, preventing brute-force attacks against this high-privilege account.","1.2.3","5.2 (IG1, IG2, IG3)","NA","AC-7","Account-policy control 'Allow Administrator account Lockout' (baseline value: 1). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockClearTextPassword","CCE-36286-3","Store passwords using reversible encryption",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/ClearTextPassword","Integer","0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Determines whether the OS stores passwords using reversible encryption. This is essentially equivalent to storing passwords in plaintext and is only required for certain legacy protocols (e.g., CHAP, Digest Authentication).","1.1.7","3.11 (IG2, IG3)","WN25-AC-000090","IA-5(1)","Account-policy control 'Store passwords using reversible encryption' (baseline value: 0). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockMaximumPasswordAge","CCE-37167-4","Maximum password age",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/MaximumPasswordAge","Integer","42","42","42","Range(1, 999)","Range(1, 60)","Range(1, 60)","Range(1, 70)","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Maximum password age' per security baseline requirements to enforce organizational security policy.","1.1.2","5.2 (IG1, IG2, IG3)","NA","IA-5","Account-policy control 'Maximum password age' (baseline value: 42). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockMinimumPasswordAge","CCE-37073-4","Minimum password age",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/MinimumPasswordAge","Integer","1","1","1","Range(1, 998)","Range(1, )","Range(1, )","Range(1, )","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Minimum password age' per security baseline requirements to enforce organizational security policy.","1.1.3","5.2 (IG1, IG2, IG3)","NA","IA-5","Account-policy control 'Minimum password age' (baseline value: 1). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockMinimumPasswordLength","CCE-36534-6","Minimum password length",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/MinimumPasswordLength","Integer",,"14","14","Range(7, 99)",,"Range(14, )","Range(14, )","Critical","Member Server, Workgroup Member","Security Policy","Configures 'Minimum password length' per security baseline requirements to enforce organizational security policy.","1.1.4","5.2 (IG1, IG2, IG3)","NA","IA-5","Account-policy control 'Minimum password length' (baseline value: 14). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockPasswordComplexity","CCE-37063-5","Password must meet complexity requirements",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/PasswordComplexity","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Password must meet complexity requirements' per security baseline requirements to enforce organizational security policy.","1.1.5","5.2 (IG1, IG2, IG3)","NA","IA-5","Account-policy control 'Password must meet complexity requirements' (baseline value: 1). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockPasswordHistorySize","CCE-37166-6","Enforce password history",,,,"./Vendor/MSFT/Policy","Config/DeviceLock/PasswordHistorySize","Integer","24","24","24","Range(0, 24)","Equals(24)","Equals(24)","Equals(24)","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Enforce password history' per security baseline requirements to enforce organizational security policy.","1.1.1","5.2 (IG1, IG2, IG3)","NA","IA-5","Account-policy control 'Enforce password history' (baseline value: 24). Strengthens credential hygiene by constraining password lifetime, length, history, complexity, or lockout to resist guessing and reuse.","Low - Standard account policy; communicate length/complexity changes to users."
"DeviceLockPreventEnablingLockScreenCamera","CCE-38347-1","Prevent enabling lock screen camera","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization","NoLockScreenCamera","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Prevent enabling lock screen camera' per security baseline requirements to enforce organizational security policy.","18.1.1.1","Not Mapped","NA","CM-6","Logon/lock-screen exposure control 'Prevent enabling lock screen camera'. Reduces information disclosed at the lock screen or sign-in (usernames, account details, UI surfaces) that aids targeting or unattended-console abuse.","Low - User-experience hardening; minimal functional impact."
"DeviceLockPreventLockScreenSlideShow","CCE-38348-9","Prevent enabling lock screen slide show","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Personalization","NoLockScreenSlideshow","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Prevent enabling lock screen slide show' per security baseline requirements to enforce organizational security policy.","18.1.1.2","Not Mapped","WN25-CC-000010","CM-7","Logon/lock-screen exposure control 'Prevent enabling lock screen slide show'. Reduces information disclosed at the lock screen or sign-in (usernames, account details, UI surfaces) that aids targeting or unattended-console abuse.","Low - User-experience hardening; minimal functional impact."
